,ID,Title,Summary,Species,Accession,Date,RelevanceScore,IndividualScore1,IndividualScore2,IndividualScore3,Justification1,Justification2,Justification3
338,200205307,Single-cell RNA sequencing reveals myeloid and T cell co-stimulation mediated by IL-7 anti-cancer immunotherapy,"Immune checkpoint inhibitors unleash inhibitory signals on effector T cells inflicted by tumor and surrounding stromal cells. Despite the great success of PD-1 inhibitors in a fraction of cancer patients, lack of checkpoint molecule expression and persistence of immunosuppressive cells limit the effects of the therapy. To overcome the limitations, combination therapies or direct stimulation of myeloid cells are being investigated. Nonetheless, combination therapies increase the incidence of side effects, and a single agent co-stimulating T cell and myeloid populations might be a better strategy. Exploring single cell RNA sequencing data from multiple human cancers and mouse tumor model, we found pleiotropic expression of interleukin 7 receptor on T cells, macrophages, and dendritic cells. Treatment of recombinant IL7 induced expansion of effector CD8 T cells along with pro-inflammatory activation of macrophages and dendritic cells. Spatial transcriptomic data revealed strengthen of anti-tumoral interactions between macrophages and T cells by IL7 treatment. Altogether, our results suggest that IL7 therapy is applicable to a broad range of cancer patients.",Mus,GSE205307,2024/03/05,6.0,6.0,6.0,6.0,"This dataset discusses IL-7 anti-cancer immunotherapy and its effects on T and myeloid cell co-stimulation. While it does not specifically focus on lung cancer, the relevance to immunotherapy is significant, warranting a moderate score.","This dataset investigates IL-7 anti-cancer immunotherapy, which is relevant to immunotherapy. Although it does not specifically address lung cancer, the findings could have broader implications for cancer immunotherapy.","This dataset explores IL-7 anti-cancer immunotherapy, which is relevant to immunotherapy strategies. While not specific to lung cancer, the findings could have broader implications for cancer treatment."
339,200225020,Intrinsic tumor resistance to CAR T-cells is a dynamic transcriptional state that can be exploited with low dose radiation,"Purpose: High tumor burden prior to CAR T-cell therapy predicts poor outcome, however it is unclear if this is driven more by cell number or underlying biology. It is also unclear if tumor intrinsic properties that confer CAR T-cell resistance can be clinically manipulated to improve response. Here we capitalize on radiation’fering effects by dose in vivo to examine the relative importance of tumor quantity versus quality prior to CAR T-cell therapy. Experimental Design: Using Nalm6 ALL tumor-bearing mice, we investigate the impact of high dose (20Gy in 5 fractions) radiation to focal bulky disease, versus less cytotoxic low-dose (1.8Gy) to all disease (total tumor irradiation; TTI) on CAR T-cell efficacy. We characterize the dynamics of predictive transcriptional states in mice and patients using tumor RNA-seq under conditions of excellent vs poor response. Results: We find the in vivo sensitivity of leukemia cells to CAR T-cells is not only predicted by a transcriptional score, but this score can be temporarily increased by low dose TTI, which is associated with significantly improved survival. Focal high dose radiation (as is currently done clinically) was more debulking but did not improve survival. The tumor transcriptional state induced by low dose radiation was found in >80% of long-term CAR T-cell survivors. Conclusions: These findings provide a path to 1) identify patients unlikely to respond to CAR T_x0002_cells due to potentially reversible tumor-intrinsic resistance, and 2) potentially improve response using low dose TTI to adjust a tumor’s unfavorable transcriptional state prior to CAR T-cell delivery.",Homo sapiens,GSE225020,2023/09/27,5.7,5.0,7.0,5.0,"This dataset explores tumor resistance to CAR T-cells and the effects of radiation on this resistance. While it is relevant to immunotherapy, it does not specifically address lung cancer, limiting its direct applicability to the query.","This dataset examines tumor resistance to CAR T-cells and the effects of radiation, which is relevant to immunotherapy. While it does not focus on lung cancer specifically, the insights into CAR T-cell dynamics are applicable.","This dataset investigates tumor resistance to CAR T-cells, which is relevant to immunotherapy. However, it does not focus on lung cancer specifically, limiting its direct applicability to the research query."
340,200267436,Cancer-associated SF3B1-K700E mutation controls immune responses by regulating Treg function via aberrant Anapc13 splicing,"Recurrent somatic mutations in spliceosome factor 3b subunit 1 (SF3B1) are identified in hematopoietic cell-derived malignancies, with SF3B1-K700E being the most common one. Here we show that Treg specific expression of SF3B1-K700E (Sf3b1K700Efl/+/Foxp3YFP-Cre) results in spontaneous autoimmune phenotypes including enlarged spleen and tissue infiltration with IFN-γ-producing CD4+ T cells. CD4+ T cells from Sf3b1K700Efl/+/Foxp3YFP-Cre mice display defective Treg differentiation and inhibitory function, which is demonstrated by failed prevention of adoptive transfer colitis by Sf3b1K700Efl/+/Foxp3YFP-Cre Tregs. Mechanically, SF3B1-K700E induces an aberrant splicing event that results in reduced expression of a cell proliferation regulator Anapc13 due to insertion a 231 bp DNA fragment to the 5’ untranslated region (UTR). Forced expression of Anapc13 gene restores the differentiation and ability of Sf3b1K700Efl/+/Foxp3YFP-Cre Tregs to prevent adoptive transfer colitis. Our results thus highlight the impact of a hematological malignancy-associated SF3B1 mutation on immune responses and indicate a potential relationship between splicing factor mutation-dysregulated immune responses and cancer development.",Mus musculus,GSE267436,2024/06/01,3.3,4.0,3.0,3.0,"This dataset investigates the SF3B1-K700E mutation and its effects on immune responses, particularly Treg function. While it focuses on immune mechanisms, it does not directly address lung cancer or immunotherapy, which are central to the query. The relevance is moderate due to the immune aspect, but the specific cancer type is not lung cancer.","This dataset investigates the SF3B1-K700E mutation and its effects on immune responses, which is somewhat relevant to lung cancer immunotherapy. However, the focus is primarily on autoimmune phenotypes and Treg function rather than lung cancer specifically. The lack of direct mention of lung cancer or related therapies limits its applicability to the query.","This dataset focuses on the SF3B1-K700E mutation and its impact on immune responses, which is somewhat relevant to lung cancer immunotherapy. However, the specific focus on hematological malignancies and autoimmune phenotypes limits its direct applicability to lung cancer. The absence of direct mention of lung cancer or related cell types reduces its relevance."
341,200246740,MBNL1 regulates programmed postnatal switching between regenerative and differentiated cardiac states [scRNA-seq],"Background: Discovering determinants of cardiomyocyte maturity will be critical to understanding the maintenance of differentiated states and potentially reawakening endogenous regenerative programs in adult mammalian hearts as a therapeutic strategy. Recent evidence has suggested that forced dedifferentiation paired with oncogene expression is sufficient to drive cardiac regeneration. However, elucidation of endogenous developmental determinants of the switch between regenerative and mature cardiomyocyte cell states is necessary for optimal design of regenerative approaches for heart disease. Muscleblind-like 1 (MBNL1) regulates both fibroblast and erythroid differentiation and proliferation. Hence, we examined whether MBNL1 promotes and maintains mature cardiomyocyte states while antagonizing cardiomyocyte proliferation. Methods: MBNL1 gain- and loss-of-function mouse models were studied at several developmental timepoints and in surgical models of heart regeneration. Multi-omics approaches were combined with biochemical, histological, and in vitro genetic work to determine the mechanisms through which MBNL1 exerts its effects. Results: MBNL1 is co-expressed with a maturation-association genetic program in the heart and is regulated by the MEIS1/Calcineurin signaling axis. Targeted MBNL1 overexpression early in development prematurely transitioned cardiomyocytes to hypertrophic growth, hypoplasia, and dysfunction, while loss of MBNL1 function increased cardiomyocyte cell cycle entry and proliferation through altered cell cycle inhibitor transcript stability. Moreover, MBNL1-dependent stabilization of estrogen-related receptor signaling was essential for maintaining cardiomyocyte maturity in adult myocytes. In accordance with these data, modulating MBNL1 dose tuned the temporal window of neonatal cardiac regeneration, where increased MBNL1 expression arrested myocyte proliferation and regeneration, and MBNL1 deletion promoted regenerative states with prolonged myocyte proliferation. However, MBNL1 deletion was not sufficient to promote regeneration in the adult heart due to cell-cycle checkpoint activation. Conclusions: Here, MBNL1 was identified as an essential regulator of cardiomyocyte differentiated states, their developmental switch from hyperplastic to hypertrophic growth, and their regenerative potential through controlling an entire maturation program by stabilizing adult myocyte mRNAs during postnatal development and throughout adulthood. Additionally, MBNL1-dependent perturbations of a myocyte’s preferred growth mechanism at a given developmental state had detrimental consequences to cardiac function, and targeting loss of maturity and removing cell cycle inhibitors was not insufficient to promote adult regeneration.",Mus musculus,GSE246740,2024/03/07,1.0,1.0,1.0,1.0,"This dataset focuses on cardiac regeneration and the role of MBNL1 in cardiomyocyte states. There is no mention of lung cancer, immunotherapy, or relevant immune responses, making it minimally relevant to the query.","The dataset focuses on cardiac states and the role of MBNL1 in cardiomyocyte differentiation, which is unrelated to lung cancer or immunotherapy. There are no relevant genes, diseases, or methodologies that connect this dataset to the research query.","This dataset investigates cardiac states and MBNL1's role in cardiomyocyte differentiation, which is not related to lung cancer or immunotherapy. The focus on heart regeneration and cardiomyocyte biology does not align with the query about lung cancer immunotherapy."
342,200184384,Epithelial Plasticity and Innate Immune Activation Promote Lung Tissue Remodeling following Respiratory Viral Infection.,"As observed in mice with genetic depletion of stem cells, epithelial plasticity is a critical component of tissue repair in response to injury; however, the physiological relevance of this process and the involved progenitor populations are not well understood. Severe respiratory viral infection and chronic lung disease share pathological features including stem cell loss in the gas-exchange regions, basal cell (BC) hyperplasia in small airways, and innate immune activation. Collectively, these processes contribute to epithelial remodeling and loss of diffusion capacity. Here, we show that small airways harbor a previously undescribed lineage of secretory cells, intralobar serous (IS) cells, that are activated to assume BC fates following influenza virus infection. Nascent BC were distinguished from pre-existing BC by high expression of IL-22Ra1 and a dependency on innate immune activation and local IL-22 production for self-renewal and colonization of injured alveoli. Resolution of virus-elicited inflammation and the associated decline in IL-22 signaling resulted in basal to serous re-differentiation in repopulated alveoli, and increased local expression of antimicrobial factors, but failed to replace normal alveolar epithelium. We define a mechanism whereby epithelial plasticity confers protection against mortality from acute respiratory viral infection but has potential to contribute to progressive lung remodeling and life-threatening declines in lung function among patients with chronic lung disease.",Mus musculus,GSE184384,2023/08/08,4.3,5.0,4.0,4.0,"This dataset explores epithelial plasticity and immune activation in lung tissue following viral infection, which could relate to lung cancer pathology. However, it does not specifically address immunotherapy or lung cancer treatment, resulting in a moderately relevant score.","This dataset examines epithelial plasticity and immune activation in lung tissue following viral infection, which could relate to lung cancer immunotherapy. While it provides insights into immune responses in lung tissue, it does not directly address lung cancer or immunotherapy, leading to moderate relevance.","This dataset examines epithelial plasticity and immune activation following viral infection, which may have implications for lung tissue remodeling. While it touches on immune responses, it does not directly address lung cancer or immunotherapy, making it moderately relevant."
343,200235703,MDA-MB-231 small spheroids and capsules.,"MDA-MB-231 triple-negative breast cancer cells were each grown into aggregates using two fabrication approaches, (1) liquid overlay with a low (8,000 cell) seeding density, and (2) via microencapsulation with subsequent microcapsule processing. Upon sample maturation, RNA from these samples was extracted and sequenced to help identify differences in model gene expression.",Homo sapiens,GSE235703,2024/06/30,1.0,1.0,1.0,1.0,"This dataset involves MDA-MB-231 breast cancer cells and their gene expression. It does not relate to lung cancer or immunotherapy, making it minimally relevant.","This dataset involves MDA-MB-231 breast cancer cells and their gene expression, which is not relevant to lung cancer or immunotherapy. The focus on breast cancer limits its applicability to the research query.","This dataset involves MDA-MB-231 breast cancer cells and their gene expression, which is unrelated to lung cancer or immunotherapy. The focus on breast cancer limits its relevance to the query."
344,200240388,Astrocytes modulate a specific paraventricular thalamus-prefrontal cortex projection to enhance consciousness recovery from sevoflurane anesthesia in mice,"Previous studies have proved that astrocytes may be a key neural substrate that regulates wakefulness and consciousness recovery from general anesthesia, while the exact molecular target in astrocytes is still unclear. Using virus injection and in vivo fiber photometry in mice, we found both activating astrocytes and knocking down astrocytic Kir4.1 in paraventricular thalamus (PVT) promotes the consciousness recovery from sevoflurane anesthesia. Single-cell RNA sequencing of PVT reveals two distinct cellular subtypes of glutamatergic neurons: PVTGRM and PVTChAT neurons. Patch-clamp recording results proved that Astrocytic Kir4.1-mediated modulation of sevoflurane on PVT mainly works on PVTChAT neurons. Moreover, we found that PVTChAT neurons project mainly to the mPFC. This specific paraventricular thalamus to prefrontal cortex projection is involved in recovery of consciousness from sevoflurane anesthesia indirectly through modulation of astrocytes. In summary, our findings support the novel conception that the volatile anesthetic sevoflurane can inhibit PVT astrocytic Kir 4.1 to maintain and/or increase neuronal firing of PVTChAT neurons, which mainly projects to mPFC and promotes consciousness recovery from anesthesia.",Mus musculus,GSE240388,2024/07/20,1.0,1.0,1.0,1.0,"This dataset examines astrocytes and consciousness recovery from anesthesia in mice. It has no connection to lung cancer or immunotherapy, resulting in minimal relevance.","The dataset investigates astrocytes and their role in consciousness recovery from anesthesia in mice, which is unrelated to lung cancer or immunotherapy. There are no relevant biological concepts that connect this study to the research query.","This study focuses on astrocytes and consciousness recovery from anesthesia in mice, which is unrelated to lung cancer or immunotherapy. The biological concepts explored do not align with the research query."
345,200197595,In vivo CRISPR screens identify dual function of MEN1 in regulating tumor-microenvironment interactions,"Functional genomic screen in 2D cell culture is limited in identifying therapeutic targets that modulates tumor-microenvironment interaction. Through comparison of targeted CRISPR-Cas9 screens in 2D cell culture and cell line derived xenografts of lung cancer A549, we identified MEN1 as the top hit that confers differential essentialities in vitro and in vivo. Knockout of MEN1 in multiple solid cancer types does not impact cell proliferation in vitro, but significantly promotes and inhibits tumor growth in immunodeficient and immunocompetent mice, respectively. Mechanistically, knockout of MEN1 leads to redistribution of its interaction partner MLL1, a histone methyltransferase, to repetitive genomic regions that produce double stranded RNA. This resulted in MARV and cGAS-STING dependent activation of viral mimicry response, which induces tumor promoting neutrophil and tumor suppressing CD8+ T cell infiltrations in immunodeficient and immunocompetent mice, respectively. Consistently, multiple immune cell infiltrations are negatively correlated with MEN1 abundance and positively correlated with that of MLL1 in patient tumors of a broad range of cancer types. Pharmacological inhibition of MEN1-MLL1 interaction reduces tumor growth in CD8+ T cell dependent manner, and synergizes with anti-PD-L1 treatment. These findings reveal tumor microenvironment dependent oncogenic and tumor suppressive function of MEN1 and provide rationale for therapeutic targeting of MEN1 alone or in combination with immunotherapy in multiple solid cancer types.",Mus musculus,GSE197595,2024/06/30,6.0,6.0,6.0,6.0,"This dataset identifies MEN1's role in lung cancer microenvironment interactions and its implications for immunotherapy. It aligns well with the query regarding lung cancer and immunotherapy, though it focuses more on tumor microenvironment than direct immunotherapy effects.","This dataset identifies MEN1's role in tumor-microenvironment interactions in lung cancer models, making it relevant to the query. The findings suggest potential implications for immunotherapy, although the focus is more on tumor biology than direct immunotherapy approaches.","This dataset identifies MEN1's role in tumor-microenvironment interactions in lung cancer, making it relevant to the query. The findings on immune cell infiltrations and the impact of MEN1 on tumor growth in different immune contexts are particularly pertinent."
346,200254837,Administration of anti-HIV-1 broadly neutralizing monoclonal antibodies with increased binding affinity to Fcg receptors during acute SHIV infection shapes innate and adaptive cellular immunity,This SuperSeries is composed of the SubSeries listed below.,Macaca mulatta,GSE254837,2024/07/23,1.0,1.0,1.0,1.0,"This dataset studies the effects of monoclonal antibodies in SHIV infection, which is unrelated to lung cancer or immunotherapy, resulting in minimal relevance.","This dataset is focused on anti-HIV-1 monoclonal antibodies and their effects on immunity, which is unrelated to lung cancer or immunotherapy. There are no relevant biological concepts that connect this study to the research query.","This dataset focuses on anti-HIV-1 monoclonal antibodies and their effects on immunity, which is not related to lung cancer or immunotherapy. The species studied and the biological context do not align with the query."
347,200208534,"The ROS Regulates NCF2, Key Metabolic Enzymes and MDA Levels to Affect the Growth of Fusarium solani","To investigate the expression level of NCF2, SOD1, CTA1 and PXMP4. We then performed gene expression profiling analysis using data obtained from RNA-seq of 3 different treatments.",Fusarium solani,GSE208534,2024/07/18,1.0,1.0,1.0,1.0,"This dataset focuses on metabolic enzymes in Fusarium solani, which is unrelated to lung cancer or immunotherapy, leading to minimal relevance.","This dataset investigates the growth of Fusarium solani and its metabolic enzymes, which is unrelated to lung cancer or immunotherapy. There are no relevant biological concepts that connect this study to the research query.","This dataset investigates the growth of Fusarium solani and its metabolic enzymes, which is unrelated to lung cancer or immunotherapy. The focus on a fungal pathogen limits its relevance."
348,200272474,SUMOylation inhibition potentiates CAR T activity against Multiple Myeloma (scRNA-Seq),"Chimeric antigen receptor (CAR)-T cell therapy has shown remarkable clinical efficacy against hematologic malignancies; however, tumor relapse occurs commonly due to T cell dysfunction presenting as exhaustion and loss of effector function. Here, we identified SUMOylation inhibition promoted T cell effector function and prevented T cell exhaustion. Combination of SUMO E1 inhibitor TAK-981, significantly potentiated CAR T cell anti-tumor activity and improved persistence of CAR-presenting T cells in vivo, presenting a potent novel therapeutic approach.",Homo sapiens,GSE272474,2024/07/18,3.7,1.0,5.0,5.0,"This dataset investigates CAR T cell therapy in the context of multiple myeloma, which does not relate to lung cancer or immunotherapy, resulting in minimal relevance.","This dataset explores CAR-T cell therapy, which is relevant to immunotherapy. However, it focuses on hematologic malignancies rather than lung cancer specifically, leading to moderate relevance.","This dataset explores CAR-T cell therapy and its efficacy against hematologic malignancies, which is somewhat relevant to immunotherapy. However, the focus on multiple myeloma rather than lung cancer limits its direct applicability."
349,200271698,B cell-intrinsic IFN-g promotes CD11c+ age-associated B cell differentiation and compromises affinity-based germinal center selection in lupus,"Lupus patients respond less efficiently to vaccinations and are more susceptible to infections. Previously, we have shown, in lupus models, that excessive CD11c+ age-associated B cells (ABCs) not only contribute to autoantibody production but also compromise antigen-specific germinal center (GC) B cell selection and affinity maturation by promoting aberrant T cell activation. Yet, how CD11c+ ABC differentiation is regulated is not fully understood. Here we show that B cell-intrinsic IFN-γ is required for excessive CD11c+ ABC differentiation in lupus mice. B cell-intrinsic IFN-γ is mainly produced by CD11c+ ABCs. IFN-γ-deficiency leads to decreased expression of ABC characteristic genes, including Zeb2, an ABC-specific transcription factor recently described. We further show that ablating IFN-γ can normalize T cell overactivation and rescue antigen-specific GC responses in lupus mice. Our study offers insight into the crucial role of B cell-intrinsic IFN-γ in promoting CD11c+ ABC differentiation and compromising affinity-based germinal center selection and affinity maturation in lupus, providing a potential target for lupus treatment.",Mus musculus,GSE271698,2024/07/13,2.7,1.0,3.0,4.0,"This dataset discusses B cell differentiation in lupus, which is unrelated to lung cancer or immunotherapy, making it minimally relevant.","This dataset studies B cell differentiation in lupus, which is somewhat related to immune responses but does not directly address lung cancer or immunotherapy. The relevance is limited due to the focus on autoimmune conditions rather than cancer.","This study examines B cell differentiation in lupus, which is somewhat related to immune responses but does not directly address lung cancer or immunotherapy. The relevance is moderate due to the immune context."
350,200241996,Single cell RNA sequencing monitoring the development of allogeneic HSC-derived CAR-engineered NKT cells,"CAR-T cell therapy has achieved remarkable clinical outcomes, yet the autologous nature of FDA-approved CAR-T products present significant challenges in manufacturing, cost, and patient selection. Therefore, there is a growing demand for off-the-shelf cell therapy. Here we introduce an ex vivo feeder-free culture to differentiate gene-engineered HSCs into allogeneic NKT cells, as well as their CAR-armed and IL-15-enhanced derivatives (Allo15CAR-NKT cells). In order to study the epigenetic regulation of the generated cells, we performed DNA methylation sequencing on both IL-15-enhanced and non-IL-15-engineered AlloCAR-NKT cells. Conventional CAR-T cells were included as a control.",Homo sapiens,GSE241996,2024/03/07,1.0,1.0,1.0,1.0,"This dataset focuses on CAR-engineered NKT cells and their differentiation, with no connection to lung cancer or immunotherapy, resulting in minimal relevance.","This dataset focuses on CAR-engineered NKT cells and their development, which is unrelated to lung cancer or immunotherapy. There are no relevant biological concepts that connect this study to the research query.","This dataset focuses on CAR-engineered NKT cells and their development, which is unrelated to lung cancer or immunotherapy. The biological concepts explored do not align with the research query."
351,200250032,Combination of a SOS1-KRAS interaction inhibitor with a KRASG12C inhibitor combination can address intrinsic and acquired resistance leading to stronger and more durable response (Quant-Seq 2),To investigate the transcriptomic changes associated with KRAS G12C inhibitor Adagrasib resistance and Adagrasib + SOS1 inhibitor (BI-3406) or Adagrasib + EGFR inhibitor (Cetuximab) combination treatment to overcome resistance. We performed differential gene expression analysis using RNA-seq generated from cell line derived xenograft (CDX) in vivo models. We compared different treatment conditions with DMSO treated condition.,Homo sapiens,GSE250032,2024/05/03,1.0,1.0,1.0,1.0,"This dataset investigates KRAS inhibitors in cancer but does not specifically address lung cancer or immunotherapy, leading to minimal relevance.","This dataset investigates KRAS G12C inhibitors in cancer treatment, but it does not specifically address lung cancer or immunotherapy. The relevance to the research query is minimal.","This dataset investigates KRAS inhibitors and their effects on cancer cell resistance, but it does not specifically address lung cancer or immunotherapy. The relevance is minimal."
352,200270333,Methionine Restriction Reduces Lung Cancer Progression and Increases Chemotherapy Response,Methionine restriction sensitizes A549 cells with and without LKB1 to chemotherapy,Homo sapiens,GSE270333,2024/07/19,6.7,8.0,6.0,6.0,"This dataset examines methionine restriction's effects on lung cancer progression and chemotherapy response, directly addressing lung cancer and potential therapeutic strategies. Its focus on lung cancer makes it very highly relevant to the query.","This dataset examines methionine restriction's effects on lung cancer cell lines, making it relevant to the query. It provides insights into potential therapeutic strategies for lung cancer, aligning well with the research focus.","This dataset studies methionine restriction in lung cancer cells and its effects on chemotherapy response, making it relevant to the query. The focus on lung cancer and treatment response aligns well with the research question."
353,200220720,Real time quantitative PCR analysis of human biliary epithelial cells,"Biliary complications are disabling conditions that arise in up to 25% of liver transplanted patients, resulting in additional surgical procedures, re-transplantation or, in the absence of a suitable regraft, death. Here, we investigate the role of the primary cilia, a highly-specialised sensory organelle, in biliary injury leading to biliary complications. Human biopsies were used to study the structure and function of primary cilia in liver transplant recipients that develop biliary complications (N=7), compared to successful transplants (N=12). To study the biological effects of the primary cilia during transplantation, we used murine models that recapitulate liver procurement and cold storage conditions, and the K19CreERT Kif3a flox/flox mouse model to conditionally eliminate primary cilia in cholangiocytes. Microarray and RNA-seq analysis were used to study these biological effects at the transcriptional level. To explore the molecular mechanisms responsible for the observed phenotypes, we used in vitro models of ischemia, cellular senescence and primary cilia ablation. Pharmacological and genetic approaches were used to target cellular senescence and the primary cilia, in mouse models and human donor livers. Prolonged ischemic periods pre-transplantation result in ciliary shortening and cellular senescence. Primary cilia damage results in biliary injury and a loss of regenerative potential. Initiation of senescence negatively primary cilia structure, establishing a negative feedback loop that further impairs regeneration. We conclude that primary cilia play an essential role in biliary regeneration; we demonstrate that senolytics and cilia-stabilising treatments provide a potential therapeutic opportunity to reduce the rate of biliary complications and improve the outcome of the liver transplanted patient.",Homo sapiens,GSE220720,2024/07/12,1.0,1.0,1.0,1.0,"This dataset studies biliary epithelial cells and complications in liver transplants, which is unrelated to lung cancer or immunotherapy, resulting in minimal relevance.","This dataset investigates biliary epithelial cells and their role in liver transplantation, which is unrelated to lung cancer or immunotherapy. There are no relevant biological concepts that connect this study to the research query.","This dataset investigates biliary epithelial cells and their role in liver transplantation, which is unrelated to lung cancer or immunotherapy. The focus on liver biology limits its relevance."
354,200239726,Network Analysis Reveals Age- and Virus-Specific Circuits in Nasal Epithelial Cells of Extremely Premature Infants,"Analysis of influenza A and respiratory synctial virus infections in cultured nasal epithelial cells at the air-liquid interface (ALI) of adult, term, and preterm infants.",Homo sapiens,GSE239726,2024/06/21,2.0,1.0,4.0,1.0,"This dataset analyzes viral infections in nasal epithelial cells, which does not relate to lung cancer or immunotherapy, leading to minimal relevance.","This dataset analyzes immune responses in nasal epithelial cells during viral infections, which could have implications for lung cancer immunotherapy. However, it does not directly address lung cancer, leading to moderate relevance.","This dataset analyzes immune responses in nasal epithelial cells during viral infections, which is not related to lung cancer or immunotherapy. The focus on respiratory infections does not align with the query."
355,200268175,Research on Differences and Immune Infiltration-Related Macrophages Between Non-Small Cell Lung Cancer and Adjacent Tissues,"Non-Small Cell Lung Cancer (NSCLC) is a highly lethal respiratory tumor with unclear molecular mechanisms. RNA-seq data from 34 early-stage samples and adjacent non-cancerous tissues identified 1088 differentially expressed genes using Deseq2. Mendelian randomization (MR) analysis of 26,153 genes and 63,053 LUSC patients, including 7,838,805 SNPs, identified 213 potential exposure factors. Five differentially expressed genes (GYPE, PODXL2, RNF182, SIRPG, WNT7A) were identified, with PODXL2 as a risk factor. GO and KEGG analyses highlighted the mTOR and Wnt signaling pathways. Immune infiltration analysis showed decreased Plasma cells, Tregs, and activated Dendritic cells, but increased Macrophages M1. External validation using TCGA and 11 GEO datasets confirmed SIRPG's role in LUSC. SIRPG is a significant exposure risk factor for LUSC, with Macrophages M1 and the mTOR signaling pathway playing crucial roles.",Homo sapiens,GSE268175,2024/05/29,8.7,9.0,9.0,8.0,This dataset investigates immune infiltration in non-small cell lung cancer (NSCLC) and identifies differentially expressed genes related to immune responses. Its direct focus on lung cancer and immune mechanisms makes it extremely relevant to the query.,"This dataset focuses on immune infiltration in non-small cell lung cancer (NSCLC) and identifies differentially expressed genes related to immune responses. It provides valuable insights into the tumor microenvironment and potential therapeutic targets, making it extremely relevant to the research query.",This dataset focuses on immune infiltration in non-small cell lung cancer (NSCLC) and identifies key differentially expressed genes and pathways. The relevance is high due to the direct connection to lung cancer and potential implications for immunotherapy.
356,200241979,IFN -induced Immunosuppression in Lung Carcinoma is Mediated by an Environmental Chemical Receptor (AhR) through PD-L1 and IDO Control (cmt167 scRNA),"While immunotherapy has shown efficacy in non-small cell lung cancer (NSCLC) patients, many respond only partially or not at all. One limitation in improving outcomes is the lack of a complete understanding of factors regulating immune checkpoint targets. Here, we sought to address a possible link between an environmental chemical receptor implicated in NSCLC and immune regulation, the aryl hydrocarbon receptor (AhR), and a known but counterintuitive mediator of immunosuppression, IFN , in regulation of two immune checkpoints, PD-L1 and the IDO1, in lung adenocarcinoma (LUAD). To this end we used AhR, PD-L1, and IFN R gene-edited LUAD cell lines, a syngeneic LUAD mouse model, bulk- and single cell-RNA sequencing of LUADs and tumor-infiltrating leukocytes, and existing human transcriptomic databases. The data demonstrate that: 1) the AhR regulates both PD-L1 and IDO1 in murine and human LUAD cells, 2) AhR-driven IDO1 results in production of Kyn which likely mediates an AhR→IDO1→Kyn→AhR amplification loop, 3) the previously characterized induction by IFN of PD-L1 and IDO is mediated by the AhR, 4) transplantation of LUAD cells in which the AhR is deleted results in long-term tumor immunity in approximately half of the mice; slow growing tumors in the other half exhibit significantly higher densities of CD4+ and CD8+ T cells expressing immunocompetence markers, and 5) deletion of either IFN R1 or PD-L1 does not provide the same level of immune protection as AhR deletion. The data definitively link IFN - mediated immunosuppression to the AhR and support the targeting of the AhR in the context of LUAD.",Mus musculus,GSE241979,2024/06/08,9.0,10.0,8.0,9.0,"This dataset explores the role of the aryl hydrocarbon receptor in regulating immune checkpoints in lung adenocarcinoma, directly addressing immunotherapy in lung cancer. Its comprehensive focus on both lung cancer and immune regulation makes it perfectly relevant.","This dataset investigates the role of AhR in regulating immune checkpoints in lung adenocarcinoma, directly linking immunosuppression to lung cancer. The findings support targeting AhR in immunotherapy, making it very highly relevant to the research query.","This dataset explores the role of the aryl hydrocarbon receptor (AhR) in regulating immune checkpoints in lung adenocarcinoma, making it extremely relevant to the query. The findings on immunosuppression and potential therapeutic targets align closely with lung cancer immunotherapy."
357,200262237,Multiome analysis (ATAC + Gene Expression (GEX)) of SUN1 knockout and control CT26 tumors grown in syngeneic mouse model,"T cell infiltration is essential for immune checkpoint inhibitors to be effective in treating solid cancers. Through a bioinformatic pipeline, we identified a target gene SUN1 that might relate to modulating immune cell infiltration and immune response. Thus, we generated one Sun1_knockout CT26 cell line (Sun1_KO) using CRISPR-Cas9. By performing multiome single nuclei sequencing using tumors grown in syngeneic model, we set out to understand how mouse Sun1 can affect the regulatory network in tumor cells in vivo.",Mus musculus,GSE262237,2024/03/29,6.0,6.0,6.0,6.0,"This dataset examines the role of SUN1 in tumor microenvironment interactions in a lung cancer model. While it addresses lung cancer, it focuses more on tumor biology than direct immunotherapy, resulting in a relevant but not perfectly aligned score.","This dataset explores the role of SUN1 in tumor microenvironment interactions in a lung cancer model. While it provides insights into immune responses, the focus is more on tumor biology than direct immunotherapy applications, leading to relevant but not perfectly aligned findings.","This dataset investigates the role of SUN1 in tumor microenvironment interactions using a lung cancer model, which is relevant to the query. The focus on immune cell infiltration and regulatory networks in tumors aligns with the research question."
